"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"ships.module.name.int_fueltank_size4_class3","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
"ships.module.name.int_fueltank_size5_class3","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
"ships.module.name.int_fueltank_size6_class3","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
"ships.module.name.int_fueltank_size7_class3","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
"ships.module.name.int_fueltank_size8_class3","Fuel Tank","","","Tanque de Combustible","Réservoir de carburant","Tanque de Combustível","Топливный бак","",""
"ships.module.name.int_dronecontrol_resourcesiphon","Limpet Control","","","Lanzador de Drones","","Controlador de Drones","Контроллер дронов","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size1_class1","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size1_class2","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size1_class3","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size1_class4","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size1_class5","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size3_class1","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size3_class2","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size3_class3","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size3_class4","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size3_class5","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size5_class1","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size5_class2","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size5_class3","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size5_class4","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size5_class5","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size7_class1","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size7_class2","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size7_class3","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size7_class4","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.int_dronecontrol_resourcesiphon_size7_class5","Hatch Breaker Limpet Controller","","","Lanzador Dron Extractor","Contrôleur de drones perce-soute","Controlador de Drone Quebra-Escotilha","Контроллер дрона-взломщика трюма","",""
"ships.module.name.hpt_cargoscanner_size0_class1","Cargo Scanner","","","Escáner de Manifiesto","Scanner de cargo","Scanner de Carga","Сканер груза","",""
"ships.module.name.hpt_cargoscanner_size0_class2","Cargo Scanner","","","Escáner de Manifiesto","Scanner de cargo","Scanner de Carga","Сканер груза","",""
"ships.module.name.hpt_cargoscanner_size0_class3","Cargo Scanner","","","Escáner de Manifiesto","Scanner de cargo","Scanner de Carga","Сканер груза","",""
"ships.module.name.hpt_cargoscanner_size0_class4","Cargo Scanner","","","Escáner de Manifiesto","Scanner de cargo","Scanner de Carga","Сканер груза","",""
"ships.module.name.hpt_cargoscanner_size0_class5","Cargo Scanner","","","Escáner de Manifiesto","Scanner de cargo","Scanner de Carga","Сканер груза","",""
"ships.module.name.hpt_cloudscanner_size0_class1","Frame Shift Wake Scanner","","","Escáner de Estelas de Distorsión","Détecteur de sillage FSD","Scanner de Rastro de Distorção","Следовой сканер","",""
"ships.module.name.hpt_cloudscanner_size0_class2","Frame Shift Wake Scanner","","","Escáner de Estelas de Distorsión","Détecteur de sillage FSD","Scanner de Rastro de Distorção","Следовой сканер","",""
"ships.module.name.hpt_cloudscanner_size0_class3","Frame Shift Wake Scanner","","","Escáner de Estelas de Distorsión","Détecteur de sillage FSD","Scanner de Rastro de Distorção","Следовой сканер","",""
"ships.module.name.hpt_cloudscanner_size0_class4","Frame Shift Wake Scanner","","","Escáner de Estelas de Distorsión","Détecteur de sillage FSD","Scanner de Rastro de Distorção","Следовой сканер","",""
"ships.module.name.hpt_cloudscanner_size0_class5","Frame Shift Wake Scanner","","","Escáner de Estelas de Distorsión","Détecteur de sillage FSD","Scanner de Rastro de Distorção","Следовой сканер","",""
"ships.module.name.hpt_crimescanner_size0_class1","Kill Warrant Scanner","","","Escáner de Registro Criminal","Détecteur d’avis de recherche","Scanner de Registro Criminal","Сканер преступников","",""
"ships.module.name.hpt_crimescanner_size0_class2","Kill Warrant Scanner","","","Escáner de Registro Criminal","Détecteur d’avis de recherche","Scanner de Registro Criminal","Сканер преступников","",""
"ships.module.name.hpt_crimescanner_size0_class3","Kill Warrant Scanner","","","Escáner de Registro Criminal","Détecteur d’avis de recherche","Scanner de Registro Criminal","Сканер преступников","",""
"ships.module.name.hpt_crimescanner_size0_class4","Kill Warrant Scanner","","","Escáner de Registro Criminal","Détecteur d’avis de recherche","Scanner de Registro Criminal","Сканер преступников","",""
"ships.module.name.hpt_crimescanner_size0_class5","Kill Warrant Scanner","","","Escáner de Registro Criminal","Détecteur d’avis de recherche","Scanner de Registro Criminal","Сканер преступников","",""
"ships.module.name.int_stellarbodydiscoveryscanner_standard","Basic Discovery Scanner","","","Escáner de Exploración Básico","","Scanner de Descoberta Básico","Базовый сканер обнаружения","",""
"ships.module.name.int_stellarbodydiscoveryscanner_intermediate","Intermediate Discovery Scanner","","","Escáner de Exploración Intermedio","","Scanner de Descoberta Intermediário","Улучшенный сканер обнаружения","",""
"ships.module.name.int_stellarbodydiscoveryscanner_advanced","Advanced Discovery Scanner","","","Escáner de Exploración Avanzado","","Scanner de Descoberta Avançado","Полнофункциональный сканер обнаружения","",""
"ships.module.name.int_detailedsurfacescanner_tiny","Detailed Surface Scanner","","","Escáner de Análisis de Superficie","","Scanner de Superfície Detalhada","Подробный сканер поверхности","",""
