system,body,distance,material,x,y,z
HIP 40749,A 4 a,3295.467016,tellurium,929.53125,-109.40625,-86.4375
Graea Hypue RC-U c3-7,5 a,1177.825517,tellurium,-814.78125,-1031.09375,13187.375
248 G. Carinae,AB 2 a,4215.450935,tellurium,685.125,-135.03125,300.625
Synuefe FA-P c22-9,1 a,385.215359,tellurium,654,-165.28125,-93.875
Synuefe EN-H d11-75,A 9 a,3094.748178,tellurium,798.3125,-141.75,-88.21875
Synuefe EN-H d11-97,BC 2 a,5270.423299,tellurium,763.875,-183.59375,-103.28125
Wregoe NS-Q c19-4,4 b,2044.984143,tellurium,971.90625,355.125,-213.84375
Eorl Auwsy UT-Z d13-571,4 a,2071.751994,tellurium,4945.28125,102.1875,20678.25
Skaudai FC-B d14-47,8 d,811.870717,tellurium,-5417.5625,-599.46875,10412.8125
HIP 36674,3 d,1657.558636,tellurium,595.375,-213,53.125
Graea Hypue JQ-X d1-50,BC 5 a,17432.66146,tellurium,-297.53125,-749.40625,13197.78125
Flyua Dryoae DQ-N c23-21,1 a,1012.567638,tellurium,1826.90625,-104.84375,-32.59375
Wregoe GB-N d7-10,3 a,2043.655462,tellurium,918.4375,482.28125,-406.53125
Col 173 Sector LI-J d9-33,4 a,1802.676183,tellurium,1423.84375,-291.0625,107.6875
Synuefe FM-T d4-4,4 a,3574.49566,tellurium,717.5625,-303.5,-602.65625
Eorl Auwsy VT-Z d13-1892,5 a,3657.832778,tellurium,5015,121.59375,20664.03125
Synuefe UZ-F d11-3,1 a,886.914552,tellurium,813.71875,-810.25,-94.375
Eorl Auwsy MX-Z c27-80,1 a,901.701,tellurium,4999.34375,159.65625,20641.46875
Prua Phoe XY-Z d42,8 a,1611.465054,tellurium,-5525.5625,-559.09375,10547.71875
Vela Dark Region ZE-A d26,4 a,2563.155845,tellurium,951.40625,-111.96875,-134.59375
Eorl Auwsy VT-Z d13-1851,2 b,681.791053,tellurium,4994.53125,84.34375,20682.53125
IC 2602 Sector KC-V c2-29,5 a,1089.884053,tellurium,445.28125,-140.5,159.0625
Wregoe SD-J d9-19,8 a,1737.959549,tellurium,962.625,371.5625,-221.65625
TV Muscae,AB 8 b,1677.622758,tellurium,680.625,-39.40625,323.46875
Col 173 Sector YG-K d9-7,C 4 a,139114.2433,tellurium,1163.96875,108.59375,66.34375
Wregoe CP-Y c14-5,A 2 a,908.586547,tellurium,923.5,158.6875,-386.6875
Graea Hypue ER-V d2-94,4 e,2285.508825,tellurium,-1105.0625,-881.96875,13260.28125
Graea Hypue LS-S d4-74,5 b,1279.08845,tellurium,-739.40625,-613.65625,13440.28125
Synuefe JR-U d3-0,1 a,1199.293876,tellurium,836.28125,-515.96875,-705.84375
Graea Hypue OT-P d6-250,A 3 a,3327.477969,tellurium,-688.46875,-420.3125,13619.8125
Graea Hypue ZZ-P d5-30,A 2 b,1591.702936,tellurium,-759.9375,-1045,13511.125
Synuefe KS-R d5-16,A 3 c,1527.375475,tellurium,773,-292.15625,-568.4375
Col 132 Sector WO-R d4-20,6 a,4465.655928,tellurium,1435.6875,-491.90625,-699.625
HR 4220,6 a,1527.115564,tellurium,445.375,-39.4375,163.625
HIP 41361,6 c,4770.185859,tellurium,548.0625,-3.40625,-116.90625
Graea Hypue MN-A d1-249,AB 4 a,2492.859558,tellurium,-862.78125,-289.3125,13120.34375
Graea Hypue FS-R d5-244,7 a,1535.504195,tellurium,-942,-281.34375,13513.59375
Graea Hypue RK-N d7-318,10 b,1895.449983,tellurium,-1210,-635.28125,13673.46875
Eorl Auwsy VT-Z d13-1850,2 a,935.686897,tellurium,5001.09375,132.5625,20621.28125
Col 132 Sector WF-F c11-1,9 b,2071.386237,tellurium,1074.75,-553.875,-661.59375
NGC 3199 Sector DL-Y d12,2 b,1099.580809,tellurium,14563.875,-302.53125,3509.9375
Col 173 Sector NY-R d4-20,B 9 a,8836.07331,tellurium,950.34375,-404.09375,-325.78125
Eorl Auwsy SY-Z d13-6121,AB 1 a,1381.238015,tellurium,4919.4375,140.78125,20655.375
Eorl Auwsy TY-Z d13-1085,B 2 a,38008.615,tellurium,4998.84375,211.90625,20660.4375
Col 173 Sector JR-M d7-16,1 a,1214.312582,tellurium,1771,-359.03125,-27.4375
HIP 50163,5 a,1533.394381,tellurium,537.1875,143.65625,23.71875
Graea Hypue GC-U d3-1,1 b,486.54715,tellurium,-1184.875,-821.125,13337.1875
HIP 41987,A 5 a,1253.311044,tellurium,774.53125,239.09375,-459.71875
Synuefe RA-L d9-89,B 1 b,152731.2919,tellurium,396.53125,-131.15625,-248
HIP 29592,1 a,719.347153,tellurium,721.125,-327.09375,-392.8125
Col 173 Sector HI-J d9-8,1 d,772.361001,tellurium,1071.0625,-319.09375,82.03125
NGC 2547 Sector HX-T b3-2,BC 1 a,1211.984549,tellurium,1374.53125,-229.15625,-183.0625
Col 132 Sector WO-R d4-12,A 3 a,1797.379389,tellurium,1429.46875,-485.03125,-667.53125
Wregoe BQ-G d10-96,10 b,2711.471429,tellurium,674.78125,50.6875,-149.84375
Col 173 Sector NT-P d6-40,3 c,925.993204,tellurium,1447.5,176.71875,-118.3125
Graea Hypue PU-N d7-383,5 a,1688.29576,tellurium,-1050.6875,-494.09375,13659.5625
HIP 37313,3 a,1705.602037,tellurium,419.8125,22.625,-297.90625
Synuefe DJ-G b44-3,A 2 a,23.318742,tellurium,679.59375,-105.6875,-122.40625
Swoilz QO-W b7-6,B 3 a,97273.86438,tellurium,826.21875,-167.78125,393.59375
HIP 46071,2 a,1739.662294,tellurium,524.15625,-46.0625,72.75
HIP 34958,AB 4 a,2967.679045,tellurium,369.1875,-109.28125,-68.625
HIP 47299,2 d,1125.621788,tellurium,479.625,-212.75,238.21875
NGC 3532 Sector KS-T c3-8,1 b,337.020875,tellurium,1336.875,-62.84375,486.78125
Wregoe PY-H c23-0,B 2 a,1925.32244,tellurium,701.25,13.6875,-58.46875
IC 2391 Sector BA-A d51,3 a,1142.00606,tellurium,570.8125,-106.9375,-57.34375
Synuefe YG-J d10-20,6 c,2489.610551,tellurium,645.875,-173.15625,-131.875
Prai Hypoo TX-B d4,2 a,1114.358843,tellurium,-9214.875,-460.5625,7908.21875
Wregoe IH-M d7-11,A 4 a,1141.930873,tellurium,463.25,140.125,-345.65625
HR 2981,B 7 b,487771.02,tellurium,561.65625,-76.9375,-174.0625
Synuefe GA-P c22-16,AB 5 a,2772.237151,tellurium,689.09375,-184.1875,-84.4375
Col 132 Sector KX-U e2-2,3 c,2134.272451,tellurium,1046.8125,-429.34375,-633.3125
Col 173 Sector WP-W d2-68,ABC 7 a,1537.30991,tellurium,1142.59375,71.5625,-430.25
Col 173 Sector UU-O d6-10,1 a,704.070471,tellurium,1185.21875,-244.28125,-163.40625
Graea Hypue XJ-Y d1-245,AB 1 a,1290.027509,tellurium,-562.125,-439.5625,13175.125
Graea Hypue QT-Q d5-5,A 2 a,1070.278161,tellurium,-839.5,-666.1875,13563.28125
Col 173 Sector LO-N c21-0,6 a,1570.090015,tellurium,1576.65625,-263.53125,219.84375
Synuefe XQ-K d9-53,1 a,1881.506729,tellurium,573.3125,-279.125,-259
HIP 37557,B 2 a,98479.39453,tellurium,668.0625,-92.59375,-198.03125
Praea Euq DZ-S d3-2,2 a,970.957058,tellurium,1011.90625,-9,538.65625
Eorl Auwsy VT-Z d13-1892,1 a,1520.481916,tellurium,5015,121.59375,20664.03125
Col 173 Sector TB-I b27-1,1 b,221.027698,tellurium,940.125,57.40625,-116.78125
Col 173 Sector AZ-O b20-0,B 2 a,595.352952,tellurium,1515.625,-524.53125,-260.96875
Wregoe GB-U c17-5,B 3 a,1385.482516,tellurium,899.03125,319,-301.625
Graea Hypue EM-U d3-148,4 a,2613.402317,tellurium,-1008.78125,-641.15625,13382.96875
Synuefe SO-X d2-46,1 e,2814.791555,tellurium,775.46875,-57.5625,-752.625
Flyua Dryoae GV-A c15-0,1 b,180.519255,tellurium,1252.0625,-633,-424.59375
Swoilz ZE-X d2-72,10 c,2298.167905,tellurium,1047.9375,-193.625,530.4375
Col 173 Sector WP-W d2-68,ABC 5 g,1201.627213,tellurium,1142.59375,71.5625,-430.25
Col 135 Sector EH-U c3-16,3 a,1288.093663,tellurium,866.25,-72.3125,-381.9375
Col 173 Sector HB-O d6-20,1 a,2053.910184,tellurium,1588.40625,-539.46875,-163.9375
Wregoe VJ-I d9-146,1 a,2249.722178,tellurium,495.0625,10.25,-258.125
Col 173 Sector VP-N d7-60,2 a,1366.831139,tellurium,1392.09375,14.0625,-94.90625
Puppis Dark Region B Sector DL-Y d62,4 a,2239.096639,tellurium,1354.28125,-19.4375,-383.46875
Synuefe MD-Q d6-48,3 a,4330.349267,tellurium,798.8125,-200.78125,-433.90625
Col 173 Sector UP-O d6-41,11 a,1932.192561,tellurium,978.8125,-293.125,-125.4375
Eorl Auwsy UT-Z d13-1644,A 6 b,1060.284561,tellurium,4932.1875,73.5,20631.59375
Praea Euq TM-W d1-20,1 e,375.133502,tellurium,856.46875,8.28125,393.03125
Puekee RS-U e2-172,4 a,1883.78437,tellurium,-502.46875,6.90625,13549.78125
Col 132 Sector XZ-O d6-37,5 a,2236.215762,tellurium,1692.625,-42.84375,-571.34375
NGC 3199 Sector XJ-A d10,12 a,1750.075345,tellurium,14544.0625,-237.625,3489.375
Synuefe HY-F d12-15,1 b,947.701694,tellurium,880.8125,-34.4375,25.9375
Synuefe KZ-F b44-5,A 3 a,38.437628,tellurium,747.90625,-161.21875,-109.46875
IC 2391 Sector EL-Y d70,CDE 5 a,17678.2056,tellurium,590.9375,-98.53125,15.34375
Pencil Sector CR-M b7-12,C 2 a,922.47394,tellurium,784.5,-9.09375,18.125
Synuefe RL-D b32-3,B 1 a,604.865553,tellurium,492.0625,-90.625,-367.40625
Praea Euq AY-U c2-6,A 2 a,65.796359,tellurium,594,18.5,336.125
Wregoe GX-S c17-2,D 1 a,4288.50958,tellurium,423.65625,93.96875,-279.53125
Col 132 Sector LN-S d4-45,B 1 a,6540.984698,tellurium,1303.375,-90.15625,-720.46875
Col 132 Sector LI-S b20-1,AB 1 a,70.485106,tellurium,981.1875,-123.75,-684.1875
Clookeou FI-I d10-71,A 1 a,2722.359686,tellurium,-928.71875,-569.8125,12643.34375
Col 173 Sector QM-Z b28-0,A 4 a,41.686873,tellurium,1717.28125,-481.3125,-82.40625
Eorl Auwsy EW-B c27-606,B 2 a,3798.793176,tellurium,4921.34375,200.71875,20603.78125
Synuefe SE-V b49-4,B 3 a,388.937575,tellurium,387.78125,-180.90625,-4.5625
Synuefe GI-H d11-50,2 c,1792.73325,tellurium,809.25,-201.34375,-74.75
HIP 43934,A 1 b,1270.922763,tellurium,841.84375,33.71875,-88.4375
IC 2391 Sector PI-T b3-0,A 1 a,24.962242,tellurium,521.28125,-133.15625,-10.59375
Col 173 Sector AQ-L c9-2,A 1 a,334.222721,tellurium,1624.28125,-4.8125,-296
Graea Hypue NE-P d6-329,B 4 f,431096.5941,tellurium,-1260.8125,-590.625,13622.53125
Graea Hypue ZK-V d3-14,A 3 a,1173.618488,tellurium,-612.65625,-212.46875,13356.3125
Col 173 Sector GW-M d7-41,6 b,1599.022077,tellurium,1682.6875,-315.59375,-81.59375
Swoilz XU-V d3-52,2 a,730.783924,tellurium,826.28125,-90.75,547.625
Col 132 Sector HI-J d9-40,3 d,1676.110793,tellurium,1177.53125,-264.03125,-319.59375
Swoilz TJ-X d2-49,2 a,1170.486139,tellurium,731.8125,-146.09375,481.03125
Wregoe NE-G c24-15,9 a,1964.966701,tellurium,469.25,-19.34375,-10.59375
Graea Hypue ZK-V d3-15,A 5 a,2079.268389,tellurium,-558.78125,-236.0625,13401.625
HD 52057,14 e,2372.816355,tellurium,1328.03125,-362.90625,-568.0625
HIP 50279,A 5 a,2055.825153,tellurium,418.96875,6.53125,92.6875
Col 132 Sector DH-L d8-80,A 1 b,1587.694081,tellurium,1299.625,-176.53125,-347.71875
Graea Hypue JQ-X d1-48,B 1 a,202825.6809,tellurium,-266.53125,-770.40625,13202.90625
Wregoe ZC-K c9-2,A 1 a,69.760319,tellurium,1132.65625,345.625,-663.3125
Swoilz RC-C d19,2 b,1946.618541,tellurium,992.8125,-364.15625,272.9375
Graea Hypue NE-P d6-232,C 7 c,73266.53415,tellurium,-1249.03125,-592.21875,13619.75
Graea Hypue HI-R d5-427,3 d,661.191633,tellurium,-1087.875,-466.875,13525.21875
Praea Euq EZ-S d3-17,6 a,1462.277917,tellurium,1118.0625,17.34375,543.5625
NGC 2547 Sector FG-Y d3,A 5 a,875.07062,tellurium,1387.59375,-277.8125,-184.03125
Synuefe YG-B d14-23,1 a,1363.9168,tellurium,633.9375,-543.28125,177.34375
IC 2602 Sector TY-A c42,B 2 a,2485.382753,tellurium,478.78125,-11.0625,46.8125
Graea Hypue DF-Y d1-112,1 a,1055.419295,tellurium,-273.46875,-576.375,13240.34375
Col 132 Sector GC-L d8-9,3 a,2251.715902,tellurium,1417.15625,-191.6875,-386.21875
Graea Hypue KU-R b8-9,3 a,29.008845,tellurium,-264.9375,-494.90625,13208.21875
Eorl Auwsy CM-W b57-17,2 a,29.145797,tellurium,4947.65625,168.5625,20657.34375
Kappa-1 Volantis,B 4 b,3456.806612,tellurium,396.90625,-142.5625,106.09375
Col 140 Sector EB-X d1-50,ABC 1 d,1243.160882,tellurium,1200.65625,-63.3125,-525.28125
Graea Hypue HI-R d5-439,6 f,1018.10055,tellurium,-1094,-439.75,13524.21875
Synuefe BS-H d11-116,A 3 a,1610.68848,tellurium,702.34375,-77.96875,-77.6875
Wregoe NX-L d7-59,A 1 a,1408.800651,tellurium,531.78125,8.3125,-420.0625
Col 132 Sector DU-A b16-0,B 1 a,754.439507,tellurium,1139.84375,-164.84375,-779.1875
Wregoe NA-S b45-0,B 2 a,1723.185518,tellurium,518.53125,21.125,-66.03125
Plio Eurl SV-D d12-3,2 a,791.055236,tellurium,1217.4375,316.53125,11.25
Graea Hypue AA-Z d58,C 2 a,283014.6714,tellurium,-997.1875,-974.65625,13169.21875
Prai Hypoo KA-E c2,B 1 a,87231.79457,tellurium,-9258.03125,-429.15625,7915.34375
Wregoe EJ-I c10-3,B 2 a,1915.942658,tellurium,1136.1875,362.3125,-616.65625
Synuefe SO-P c22-9,B 1 a,5824.212708,tellurium,372.375,-60.40625,-96.28125
Swoilz NX-H b2-9,A 5 a,40.252885,tellurium,885.0625,-102.09375,265.625
Eorl Auwsy UA-X b57-59,B 3 a,2471.171221,tellurium,4908.75,215.34375,20671.59375
Col 135 Sector IH-U c3-31,C 2 a,4749.256325,tellurium,1029.0625,-83.09375,-356.46875
Wregoe ZQ-F b53-2,B 5 a,493.434,tellurium,1000.59375,195.53125,75
Plio Eurl AL-Y b29-1,B 4 a,321.538802,tellurium,1346.71875,293.84375,-414.21875
Col 173 Sector AL-T b18-1,A 2 a,32.38369,tellurium,1361.71875,-412.78125,-300.5
Wregoe WL-A b41-3,A 2 a,18.176195,tellurium,503.25,-23.0625,-172.59375
Synuefe ZA-S b51-3,1,7.493357,tellurium,437.5625,-139.3125,50.1875
Wregoe QO-X c28-21,B 5,1356.400179,tellurium,932.84375,53.46875,214.03125
NGC 2451A Sector TT-R b4-5,D 1,17640.4835,tellurium,742.5625,-141.03125,-260.15625
NGC 2451A Sector WZ-O b6-12,C 3 a,87390.19317,tellurium,797.0625,-60.53125,-217.1875
Col 132 Sector TP-N d7-9,BC 1 a,3303.180141,tellurium,1309.15625,68,-456.65625
Col 173 Sector GR-B b43-3,B 3 a,601.264809,tellurium,1399.96875,-201,233.875
Col 173 Sector MU-C c14-10,A 2 a,49.22994,tellurium,1325.9375,9.09375,-80.96875
Nyeajeou NO-A b59-1,A 2 a,26.226582,tellurium,-9323.125,-495.40625,7892.28125
Wregoe GW-A b57-1,B 1,1611.544822,tellurium,787.15625,443.875,158.46875
Col 173 Sector KN-J d9-43,3 a,503.706036,tellurium,1492.75,-209.84375,60.125
Prai Hypoo MP-I b3,C 2,274.136965,tellurium,-9302.03125,-403.875,7901.21875
Col 132 Sector QE-O b36-1,B 5,72657.61432,tellurium,1239.40625,-142.78125,-337.28125
Synuefe AB-U d4-13,B 4 a,1414.090509,tellurium,780.75,-45,-657.46875
Praea Euq CF-T b3-3,B 3 a,776.413068,tellurium,750.40625,13.71875,300.6875
HIP 50759,A 3,181.788599,tellurium,783.03125,-59.8125,234.21875
Synuefe HK-E b45-0,C 2 a,1501.048983,tellurium,637.3125,-140.65625,-100.25
Col 173 Sector BV-O d6-42,CD 2,558.062869,tellurium,1718,-259.59375,-119.4375
Flyua Dryoae RM-N c22-1,B 5 a,710.050379,tellurium,1738.15625,-496.40625,-100.09375
IC 2602 Sector XD-S b4-5,B 2,743.729967,tellurium,601.03125,-90.40625,116.1875
Wregoe BH-J c23-13,B 1,448573.7953,tellurium,705.3125,263.875,-29.28125
Col 173 Sector AH-B a75-3,B 3 a,290.356321,tellurium,1020.1875,-41.875,99.4375
Pencil Sector IR-W d1-144,3,127.112565,tellurium,856.78125,27.0625,-21.65625
Synuefe MY-P d6-3,A 7,1856.126767,tellurium,594.21875,-277.375,-432.4375
Swoilz GW-C d110,3,157.08861,tellurium,738.21875,-82.78125,227.5625
Eta Carina Sector LH-U b3-1,B 1,512.219555,tellurium,8664,-94.90625,2691.96875
Graea Hypue UK-V d3-206,A 1,383.878633,tellurium,-971.5,-200.34375,13362.375
Col 173 Sector OE-V c17-4,B 2,2663.335521,tellurium,1542.8125,-138.9375,67.96875
Graea Hypue CB-X d1-46,B 1 a,232370.7204,tellurium,-1335.6875,-1002.15625,13190.1875
Col 132 Sector CH-L d8-5,2,50.66059,tellurium,1237.6875,-128.1875,-387.375
HD 73169,1 a,2817.93805,tellurium,1507,-224.875,36.875
Graea Hypue NJ-P d6-67,B 3,206724.3954,tellurium,-1081.75,-566.84375,13616.96875
Graea Hypue II-R d5-51,2,2844.618037,tellurium,-985.59375,-477.46875,13527.53125
Graea Hypue MU-L b10-1,D 4,464.749044,tellurium,-384.21875,-747.375,13240.84375
Shrogaae LK-A d2628,4,1169.215324,tellurium,4976.0625,169.8125,20738.15625
IC 2391 Sector HW-V b2-6,1,6.826919,tellurium,595.90625,-54.4375,-34.5625
Col 173 Sector PJ-Q d5-23,C 2,50381.70741,tellurium,919.375,-344.625,-211.21875
Col 132 Sector WJ-X b31-2,B 4,869.441598,tellurium,1333.375,-92.6875,-427.03125
Swoilz JQ-B c2-8,3 a,2427.758232,tellurium,1105.4375,-221.90625,307.375
Graea Hypue JV-A c15-70,3 b,1286.158382,tellurium,-1201.375,-640.9375,13680.96875
Wregoe AA-H d10-50,2,76.500435,tellurium,935.71875,175.8125,-141
Col 132 Sector VF-M b37-2,A 2,9.173397,tellurium,1216.3125,-145.25,-305.21875
Graea Hypue CH-T d4-60,3,228.585851,tellurium,-1020.03125,-382.75,13454.90625
Col 132 Sector UT-R d4-3,2,110.560206,tellurium,1410.5,-350.75,-693.1875
Graea Hypue RO-Y d1-249,C 7,17652.4567,tellurium,-894.625,-419,13179.8125
Synuefe FI-H d11-22,2,34.716631,tellurium,688.78125,-204.34375,-98.375
Col 173 Sector YM-G b12-1,B 1,61.756779,tellurium,997.0625,-342.25,-430.15625
Col 173 Sector XA-J b40-6,B 1,734.727287,tellurium,1393.5,26.53125,173.875
Wregoe BN-H c24-8,B 3,286670.6414,tellurium,555.375,269.75,-15.9375
Wregoe FJ-E b39-0,C 1,1396.84094,tellurium,398.875,17.9375,-219.625
Graea Hypue QZ-W d2-211,2,750.283288,tellurium,-1181.59375,-266.0625,13308.4375
Praea Euq JL-I b9-7,2,10.352809,tellurium,881.84375,-6.71875,433.96875
Wregoe QZ-Z b13-0,B 5,12400.19724,tellurium,714.03125,18.6875,-750.8125
Graea Hypue GS-R d5-498,1,295.345947,tellurium,-803,-275.625,13531.875
Synuefe SX-Y b47-0,2,12.775035,tellurium,577,-159.53125,-44.46875
Synuefe UP-G b56-2,BC 2,21741.49181,tellurium,935.5,-424.65625,143.03125
Graea Hypue PT-Q d5-190,3,347.698999,tellurium,-877.90625,-677.8125,13506.21875
NGC 3532 Sector ZK-X d1-54,3,868.516807,tellurium,1369.78125,148.78125,470.25
Col 132 Sector EI-Z b30-2,C 2,1083.943022,tellurium,1089.875,-76.15625,-449.0625
Col 173 Sector KN-K d8-8,3,22.620197,tellurium,1190.09375,-538.5,-11.9375
Praea Euq WQ-W c2-7,A 3,71.54073,tellurium,1168.84375,388.5625,355.96875
Shrogaae TU-A c109,B 3,2099.05634,tellurium,4889.96875,162.46875,20704.125
Synuefe LK-O b39-2,B 1,502.91266,tellurium,560.84375,-194.5625,-217.53125
Synuefe VB-P c21-7,A 1,105.764648,tellurium,730.6875,-536.0625,-138.8125
Synuefe PC-U c19-13,DE 7,249967.1037,tellurium,403.03125,-218.625,-203.5625
Graea Hypue OA-D b14-3,B 6,491.86231,tellurium,-492.21875,-931.125,13334.375
HIP 44448,C 2,389043.1421,tellurium,390.25,59.3125,-77
Col 173 Sector PP-E b29-5,D 2,101769.2543,tellurium,1745.75,66.25,-82.625
Synuefe VB-P c21-5,C 3,18750.0178,tellurium,725.8125,-515.5,-116.46875
Graea Hypue VT-R d4-14,A 8,2273.096076,tellurium,-708.4375,-1061.375,13435.71875
Wregoe EP-R d4-23,6,2135.536321,tellurium,1061.375,157.28125,-655.4375
Wregoe QV-V b29-2,D 1,90499.11914,tellurium,862.40625,2.71875,-409.71875
IC 2391 Sector RE-P b6-7,A 1,47.357208,tellurium,564.34375,-24.09375,44.15625
Col 173 Sector XN-T b19-2,1,6.408347,tellurium,1109.71875,-217.3125,-267.84375
Synuefe TA-L d9-36,A 3,1469.059389,tellurium,570.21875,-150.6875,-216.875
Col 173 Sector AP-Q b21-2,A 4,35.823558,tellurium,1127.3125,-154.03125,-237.90625
Col 173 Sector RY-I b25-5,1,7.403226,tellurium,1019.1875,-214.84375,-156.875
Puppis Dark Region B Sector DL-Y d69,A 3,326.262838,tellurium,1350.5625,-9.84375,-398.0625
Eorl Auwsy JX-Z c27-1092,E 3,221805.5244,tellurium,4883.65625,170.96875,20639.0625
HIP 22870,5,1901.917969,tellurium,466.71875,-350.25,34.0625
Graea Hypue UI-F b16-28,B 1,770.670016,tellurium,-857.15625,-315.53125,13365.875
IC 2602 Sector SD-T c3-2,A 1,12.314576,tellurium,521.9375,-178.4375,211.375
Wregoe RL-R b33-2,B 1,427.42692,tellurium,1127.0625,283.5,-330.71875
Synuefe CN-H d11-94,3,178.188342,tellurium,651.40625,-108.34375,-75.84375
Graea Hypue AZ-C c14-28,D 1,132814.1173,tellurium,-1258.84375,-584,13620.8125
Wregoe HC-V b45-1,4,28.66199,tellurium,1046.6875,348.375,-77.9375
Col 132 Sector GB-O d6-11,A 1,284.600611,tellurium,1591.25,-431.8125,-551.875
Synuefe ZD-G b44-0,2 b,542.387377,tellurium,559.625,-144.40625,-105.53125
Swoilz IM-C d56,3,46.294812,tellurium,642.9375,-227.0625,261.5
Swoilz YD-A d1-21,AB 4 b,2972.764284,tellurium,1084.1875,-431.3125,328.78125
NGC 2451A Sector EB-X c1-18,A 3,47.877169,tellurium,731.03125,-86.5,-280.90625
Wregoe WJ-G c24-1,1,20.155928,tellurium,902.46875,40.9375,-14.65625
Eorl Auwsy TY-Z d13-177,2,96.250525,tellurium,4979.0625,200.90625,20620.65625
Skaudai NE-A b59-3,C 1,180357.5267,tellurium,-5563.46875,-525.4375,10448.53125
Synuefe CS-H d11-32,B 1,274.255498,tellurium,751.53125,-103.4375,-75.46875
Wregoe WJ-I d9-2,4,1039.435083,tellurium,612.5625,-19.8125,-186.15625
Synuefe HT-F d12-29,B 1,55140.33716,tellurium,665.78125,-131.96875,38.65625
Col 173 Sector QQ-A c15-36,1,67.460905,tellurium,1154,-82.25,-26.21875
Shrogaae LK-A d66,2,1205.524138,tellurium,4998.0625,180.875,20720.90625
Synuefe BF-P c22-7,B 2,4542.78309,tellurium,556.96875,-127.4375,-101.9375
Col 173 Sector KT-G b40-2,B 2,1838.12708,tellurium,1172.03125,-221.34375,167.28125
Synuefe SS-S c20-13,3,22.945859,tellurium,504.78125,-125.125,-148.75
Col 132 Sector RD-R b34-0,2,11.510139,tellurium,1309.8125,-192.59375,-374.125
Graea Hypue WK-V d3-215,A 6,1817.062433,tellurium,-794.25,-223.34375,13386.4375
Graea Hypue VK-V d3-264,3,1766.203265,tellurium,-884.0625,-233.71875,13351.75
Col 173 Sector KA-N b37-4,B 1,18410.03231,tellurium,1602.15625,-109.21875,96
Col 173 Sector XK-W d2-75,3,1583.769918,tellurium,1068.96875,34.25,-438.59375
Pro Eurl MS-U d2-5,7,712.020134,tellurium,1266.84375,-1.03125,519
Wregoe MI-R b19-0,B 1,119.669607,tellurium,1059.71875,219.5625,-640.3125
Synuefe RP-D d13-48,2,223.147278,tellurium,816.09375,-283.75,117.6875
Eorl Auwsy KN-Y c28-4,3,65.987347,tellurium,4930.15625,229.09375,20679.9375
Eorl Auwsy QY-X c28-3,ABC 4 a,2520.097785,tellurium,4918.0625,118.40625,20667.96875
Nuekau FV-E b29-13,B 1,204.287066,tellurium,-1357.5,-520.84375,13646.4375
Pencil Sector AQ-P b5-2,1,25.128038,tellurium,781.28125,-75.125,-19.5625
Col 173 Sector QL-I b11-1,B 1,926.892764,tellurium,966.65625,-319.78125,-460.96875
Col 132 Sector OO-P d6-41,3,300.902337,tellurium,1390.25,148.375,-529.75
Graea Hypue XK-V d3-390,AB 1,1963.521695,tellurium,-759.34375,-219.03125,13384.78125
Col 132 Sector YV-K b38-6,B 1,34069.39286,tellurium,1287.96875,-118.96875,-294.28125
Col 173 Sector DZ-X a76-2,C 3,384.81724,tellurium,1247.65625,-25.65625,116.4375
Col 173 Sector BM-L d8-12,A 4,277.506372,tellurium,1274.5625,-115.09375,40.3125
Shrogaae UU-A c48,5,45.047201,tellurium,4897.46875,149.125,20714.5
Synuefe XR-H d11-56,B 1,477517.4545,tellurium,404.65625,-75.9375,-50.15625
Pencil Sector NO-Q b5-5,B 1,337315.6055,tellurium,721.8125,16.34375,-20.3125
Graea Hypue HM-V d2-113,B 1,73882.44183,tellurium,-1033.78125,-949.625,13325.75
Wregoe XX-U d2-28,A 3,120.714237,tellurium,989.46875,94.96875,-783.9375
Synuefe OM-V b22-0,A 2,44.088506,tellurium,782.34375,-47.28125,-575.5625
Col 132 Sector VB-B c14-7,11,521.5701,tellurium,1016.3125,-312.9375,-524.3125
Graea Hypue HU-X c2-5,B 2,2712.878429,tellurium,-256.6875,-636.6875,13172.875
Praea Euq KX-N b6-0,B 1,120.803866,tellurium,658.03125,-1.375,360.84375
Synuefe JT-G d11-8,1,66.334307,tellurium,569.21875,-503.3125,-87.5625
Graea Hypue JU-B b31-1,C 1,58357.13394,tellurium,-1076.21875,-456.40625,13681.90625
Wregoe TI-K d8-50,A 4,1015.657893,tellurium,825.96875,127.75,-341.15625
Synuefe MO-G d11-1,3,96.953007,tellurium,610.65625,-506.0625,-86.625
Eorl Auwsy XL-V b58-49,B 1,203931.0462,tellurium,4934.40625,236.59375,20683.875
Skaudai YE-B b58-2,C 1,201012.1633,tellurium,-5405.09375,-610.8125,10425.34375
