system,body,distance,x,y,z,material
Qiefoea XA-L d9-92,BCD 1 a,281253.0473,5935.90625,-183.5,-5319.1875,tellurium
Schafea ZE-Q c21-0,B 1 d,28248.51354,-16339.4375,978.21875,-7819.03125,tellurium
Preou Thua DK-I d9-74,B 4 a,72824.12652,20364.65625,-21.09375,-1531.65625,tellurium
Slegao VI-A d1-5,B 2 a,407446.956,-227.8125,-389.6875,-3501.4375,tellurium
Col 89 Sector YP-F d11-2,CD 2 d,27584.20412,773.6875,26.84375,-3864.46875,tellurium
Hypiae Aip JB-O d6-15,B 2 a,159500.6103,4710,176.25,-5581.78125,tellurium
Oochonz NO-W c3-0,BC 1 a,19800.53825,2859.78125,-544.125,-2181.90625,tellurium
Prue Flyao ZX-F c25-0,B 2 b,40477.38279,27276.5625,-980.75,39707.15625,tellurium
Cheia Drye FY-F d12-1,B 1 d a,396146.1013,-1892.40625,-99.6875,61419.5,tellurium
Phroea Phio CH-S d5-0,B 2 a,40051.40969,3141.78125,-99.59375,-4422.28125,tellurium
Tiefua VW-A c27-1,CD 1 a,18557.74002,-20169.375,-4.96875,-5020.8125,tellurium
Prooe Eaewsy QZ-W d2-8,B 2 b,68872.96368,-30610.46875,-317.03125,10717.75,tellurium
Grea Bluae NE-X d2-8,CD 3 b,61581.81682,20515.84375,-220.15625,54275.5,tellurium
Pyrivo HM-K d9-33,C 3 b,38690.46722,-1355.28125,-371.46875,54797.78125,tellurium
Pheia Freau TY-R d4-36,BC 2 a,75688.24007,-30198.03125,340.0625,26260.625,tellurium
Hypiae Aip EV-P d5-109,B 2 b,246063.7176,4600.03125,164.8125,-5644.46875,tellurium
Pyroo Eohn EK-C d14-1,B 6 d,31292.87019,-1324.90625,-72.375,60311.34375,tellurium
Ewrobb OO-Y d1-1,BC 3 b,32240.38159,-30602.28125,862.4375,9347.96875,tellurium
Eishovvy KL-Y d5,B 8 e a,85575.71162,-31424,81.40625,17005.15625,tellurium
Smooruia ZC-P c7-12,C 3 a,253213.7707,-20481.1875,-614.875,38945.5625,tellurium
Gludgeia PD-T d3-69,B 2 a,268044.3099,1344.15625,105.53125,-4508.6875,tellurium
Loihoa XV-B d14-30,B 8 b,15990.14375,-31007.21875,-335.75,20627.65625,tellurium
Schignua DW-C d13-28,B 4 a,163074.9189,-15430.5625,644.4375,41053.90625,tellurium
Blae Eohm WL-C d13-0,B 5 f,154287.4229,-30399.03125,-764.78125,2677.65625,tellurium
Hypuae Ain OW-U c16-1,B 1 a,84466.56789,981.15625,107.15625,-5429.125,tellurium
Oochonz ZD-A d1-3,B 9 c,142313.9084,3772.40625,-466.84375,-2203.84375,tellurium
Phraa Greau VD-J d9-0,B 5 a,57200.65745,-29540.40625,-928.28125,36906.5,tellurium
Phraa Dryoae ZR-U c19-0,DE 1 a,124966.3638,8697.75,-101.8125,-14303.0625,tellurium
NGC 2244 Sector XD-A c1-11,B 8 a,170348.1221,2212.59375,-160.25,-4585.90625,tellurium
Pha Chruia ND-S d4-1,B 7 b,112911.3332,28341.03125,378.875,33907.46875,tellurium
Straae Eohn QP-N c23-0,B 1 a,13333.35082,-1263.84375,-90,63938.75,tellurium
Nyauthou LH-Z c2-1,B 1 a,68984.00694,-1775.375,-330.625,55385.71875,tellurium
Dryo Airg HW-C d0,B 1 a,16447.65587,-15815.75,1179.1875,-10019.375,tellurium
Greethao SB-B d14-0,C 9 d,133208.8739,-20530.96875,629.625,38547.65625,tellurium
Phua Aihm CL-P e5-3,B 9 b,32148.75489,7008.4375,81.53125,-3828,tellurium
Plaa Thua XO-R d4-9,D 8 a,25300.25083,535,194.46875,-3159.875,tellurium
Truechuae QG-Y d126,B 5 b,65373.33536,2190.3125,32.53125,52795.0625,tellurium
Groa Eaeb WU-X e1-0,B 7 a,206964.4899,36208.65625,-87.78125,16053.875,tellurium
Phroea Hypai WG-J d10-66,C 1 a,70285.20646,3023.375,-138.40625,-6508.125,tellurium
Hegeia VD-J d9-8,B 6 a,89605.08417,-1401.59375,312.1875,-2768.53125,tellurium
Blia Theia WE-R d4-18,BC 3 a,434397.9973,23213.28125,9.90625,1917.53125,tellurium
Pyrivo FR-C d79,B 1 a,21287.33688,-2006.3125,-135.5625,54021.34375,tellurium
Phyleadou SX-U d2-40,CD 1 b,46795.84395,-4507.09375,72.28125,50403.625,tellurium
Oochost BF-A c16-0,B 1 a,56383.57673,-1223.75,-424.375,-1659.375,tellurium
Auphairsts NS-S d4-1,B 7 a,67369.71968,707.03125,-658.8125,50546.6875,tellurium
Plio Brou ZA-O d6-109,B 3 d,61288.43865,3908.0625,166.96875,50714.5625,tellurium
Prue Flyao ZX-F c25-0,B 2 d,40474.46158,27276.5625,-980.75,39707.15625,tellurium
Sidgoi ZT-R d4-3,BCD 3 a,15681.40783,23863.8125,228.28125,640.71875,tellurium
Blue Flye QO-L c10-1,CD 5 a,27163.54155,-22133.65625,-260.84375,42896.46875,tellurium
Hypuae Ain XO-Z d13-45,B 2 d,21735.23383,1211.5,11.625,-4931.84375,tellurium
Aucoll CB-W d2-1,D 2 c,198972.6903,27147.53125,-742.875,1745.34375,tellurium
Flyue Gruia PJ-H d10-0,BC 1 a,275013.6273,-23980.03125,-983.5,51022,tellurium
Flyooe Eohn KK-C d14-10,C 5 b,165754.3843,419.25,-34.3125,-2365.125,tellurium
Syrivoo YD-K d8-22,C 5 a,482807.9248,-1453.75,20.65625,54743.46875,tellurium
Flyua Byoea BF-P c22-23,B 1 f,62527.20438,4412.53125,-114.28125,51115.71875,tellurium
Myeia Thaa JF-Z d1,BCD 7 a,80119.68267,-1406.40625,423.9375,64347.71875,tellurium
Cyoide LE-O d7-8,11 a,23598.76678,1458.59375,-310.40625,-6787.9375,tellurium
Schafuia NL-Y d18,12 a,17156.00372,-14504.65625,55,-8592.375,tellurium
Hypuae Bra ZJ-I d9-0,BC 5 a,80837.03473,-40106.96875,-4.21875,35601.8125,tellurium
Whanou SX-T d3-5,C 1 a,195306.1573,-29794.25,440.6875,18514.59375,tellurium
Chreesaae UN-K d8-8,C 7 a,153232.0496,-27072.3125,198.03125,50872.75,tellurium
Plaa Thua DP-H c10-0,C 1 a,355074.1261,780.875,180.125,-3181.09375,tellurium
Hypou Aip FC-C d13-4,B 5 a,54195.54068,9666.9375,361.6875,-5003.78125,tellurium
Phrae Eaeb IY-G d11-4,C 7 a,217957.5555,-21149.46875,-367.71875,-3870.5625,tellurium
Eowyg Aescs YO-A d1,C 9 a,38932.40111,13103.28125,235.125,-13863.15625,tellurium
Gludgae SO-I d9-13,B 4 a,18824.59163,3009.875,56.03125,-4067.46875,tellurium
Hypau Phlai YW-G c12-0,B 1 b,112497.0209,-13659.34375,780.34375,-8221.4375,tellurium
Byua Chrea ZG-L d8-26,BC 1 e,61078.5674,-1213.96875,456.71875,54697.9375,tellurium
Prue Flyao ZX-F c25-0,B 2 c,40474.46227,27276.5625,-980.75,39707.15625,tellurium
Styailn DA-A d26,B 4 b,185606.9064,9191.53125,42,-7430,tellurium
Gria Gree ZG-J d10-19,C 7 a,134263.7387,-1868.25,-136.84375,57452.375,tellurium
Bludgeou WT-R d4-5,B 1 g,82021.78844,-22429.5,267.46875,-4486.25,tellurium
Outopps LV-P c5-1,B 1 d,53808.9013,-663.5625,76,-2066.1875,tellurium
HD 237307,B 6 a,289711.467,-833.75,239.65625,-1470.90625,tellurium
Hypiae Aec YJ-I d9-13,B 1 b,119563.6961,2024.65625,32.1875,-7904.75,tellurium
Xothae HI-B d13-1,B 3 a,238579.0411,-36865.3125,40.8125,30840.71875,tellurium
Plio Chroa BQ-G d10-19,B 4 a,18758.11152,4501.46875,39.59375,48519.28125,tellurium
Slachaea UP-M d8-6,C 5 a,196777.9132,-32520.4375,-201.34375,45758.46875,tellurium
Scheau Phio NX-A d1-49,A 10 a,14810.09334,2139.71875,-164.84375,-6097.75,tellurium
Ootots DB-W e2-2,C 9 a,567155.3038,-23498.5625,-53.21875,-1848.28125,tellurium
Hypi Aim JM-W d1-19,CD 4 a,272220.7362,11568.4375,0.84375,-6012.34375,tellurium
Truechoae ZL-J d10-7,B 2 d,247099.2004,-427.3125,1233.34375,53611.03125,tellurium
Dryu Aescs AV-Y d3,B 1 a,29045.2679,16792.625,244.46875,-12468.8125,tellurium
Dryafoae AN-I d10-10,BC 6 b,46602.26744,6555.71875,-431.03125,-7853.28125,tellurium
Dryao Aob CS-J d9-6,B 4 b,57715.05736,-31842.21875,569.3125,18940.5625,tellurium
Dryo Chroa FF-Y d1-3,BC 5 c,35217.71271,25479.90625,774.15625,28542.0625,tellurium
Gludgaa DD-A d14-23,BC 4 a,85244.70923,-1226.625,268.96875,-3659.59375,tellurium
Heguae KC-V d2-1,C 9 a,122604.7291,11615.3125,140.375,-3362.03125,tellurium
Flyua Eork FX-W c4-7,B 1 a,19815.34196,1982.65625,-91,-3409.0625,tellurium
Oochorrs SP-A c16-0,B 2 a,79482.54169,898.46875,-343.59375,-1661.65625,tellurium
Truechou TM-J c10-0,B 3 b,14194.63047,1213.34375,614.625,53139.625,tellurium
Hypuae Ain AV-G d10-15,B 9 a,174482.9946,743.03125,76.90625,-5261.375,tellurium
Truechou IE-R c5-15,B 5 b,51671.51924,1092.65625,349.96875,52966.1875,tellurium
Auphaibs WU-V d3-50,B 4 a,85955.58544,-497.71875,-51.8125,50474.5625,tellurium
Hypuae Ain XO-Z d13-45,B 2 e,21735.32588,1211.5,11.625,-4931.84375,tellurium
Hegue TX-U d2-2,C 4 a,267392.8531,4561.28125,117.4375,-3313.75,tellurium
Riedue BS-H d11-1,B 9 e,39617.2732,17345.9375,-41.03125,-5161.78125,tellurium
Phoo Phlue MX-U d2-0,B 1 a,449771.5541,-21656.75,81.53125,-7215.78125,tellurium
Plaa Briae ZA-D d13-1,C 1 e,95977.89189,988.1875,703.125,51262.71875,tellurium
Blaea Eun VI-S d4-6,11 b,40094.1986,-28457.78125,505.53125,4507.6875,tellurium
Schafea ZE-Q c21-0,B 1 e,28248.44276,-16339.4375,978.21875,-7819.03125,tellurium
Myoangua ZI-T d3-106,B 9 a,391261.3634,-14348.34375,160.375,41548,tellurium
Dryo Aewsy XV-E d11-0,BC 2 a,43099.99383,14146.0625,-10.28125,-11581.34375,tellurium
Outopps UE-R d4-12,B 3 a,111664.4935,-1275.21875,-8.71875,-1937,tellurium
Engoks VF-D c29-0,B 1 a,210078.6576,23452.0625,-54.9375,4026.96875,tellurium
Phyleadou OS-U d2-29,B 3 b,53678.97229,-5004.40625,-13.28125,50421.8125,tellurium
Hypaa Byio FW-M d7-2,E 2 a,129312.0973,27558.71875,-889.46875,35440,tellurium
Syriae Thua HQ-E c25-0,D 2 a,318251.5503,1178.78125,17.3125,64020.3125,tellurium
Tyroorst LI-J d9-1,BC 2 a,106482.6911,-10984.4375,-883.53125,-10445.6875,tellurium
Outotz JD-I c10-0,C 10 a,42041.84087,235.5,329.9375,-1865.3125,tellurium
Heguae CR-M d7-9,BC 4 b,241018.4418,11841.0625,345.78125,-2924,tellurium
Styaill UD-A d1-0,B 8 a,101167.4631,7166.5,777,-7327.71875,tellurium
Flyue Byoe NT-M c9-0,C 2 a,17220.49454,19897.96875,-382.53125,50536.46875,tellurium
Schafeau RK-D d13-0,B 14 b,23307.27705,-10863.28125,885.4375,-7618.96875,tellurium
Thuecheae WR-H d11-109,B 11 a,113140.7574,-2293.6875,-73.25,53707,tellurium
Myoangua ZI-T d3-106,B 9 b,391261.1554,-14348.34375,160.375,41548,tellurium
Cyoidai IC-U e3-1,B 9 a,374288.1203,582.4375,-305.59375,-6778.625,tellurium
Swuenua OU-M d8-33,B 2 a,25691.7551,1754.375,-171.65625,49616.6875,tellurium
Hyuedo BL-P d5-92,B 2 a,353194.7708,20730.78125,-13.34375,-524.03125,tellurium
Graei Ble JO-F d12-9,B 3 a,76742.24946,-21084.4375,-247.8125,55042.46875,tellurium
Dryaea Aeb UE-R d4-4,B 4 a,172043.4436,-10279.625,-17.25,-12169.03125,tellurium
Oochosy MT-B c16-3,B 2 d,121974.9964,5004.625,-99.625,-1645.40625,tellurium
Outopps LV-P c5-1,B 1 c,53808.91879,-663.5625,76,-2066.1875,tellurium
Oodgosly YO-Z d2,D 1 a,141204.4691,35209.4375,604.9375,10559.21875,tellurium
Phrae Bli PE-E d13-62,B 8 b,115692.8853,28068.28125,-45.375,34640.96875,tellurium
Spooreae YK-P e5-25,13 c,95958.82378,-15360.40625,29.3125,39620.125,tellurium
Hypiae Aihm EP-B c28-2,B 2 a,255276.3501,1782.40625,517.125,-4968.34375,tellurium
Thuecho CN-H d11-52,B 10 a,142598.3668,-3211.65625,-184.6875,53690.9375,tellurium
Hypuae Ain ZG-J c23-10,B 7 a,250187.1691,623.875,268.46875,-5183.15625,tellurium
Dryu Airg IF-R d4-1,D 3 a,72349.62787,-10446.96875,-15.25,-9605.4375,tellurium
Eok Greau OP-I c12-26,B 1 b,34073.34822,-29957.15625,-127.875,30181.28125,tellurium
Flyua Byoea BF-P c22-23,B 1 e,62527.19007,4412.53125,-114.28125,51115.71875,tellurium
Drootie FE-E d13-154,B 8 b,64338.73129,-923.375,-25.8125,52575.3125,tellurium
Hypoae Aihm CA-H d10-24,B 2 b,28625.40067,3626.09375,191.375,-5240.53125,tellurium
Phroea Phio CH-S d5-95,B 7 a,216422.455,3156.5,-80,-4373.40625,tellurium
Cyuefai UP-G c10-0,BC 2 h,35150.38525,-30704.5,-20.5625,-623.8125,tellurium
Phroi Phoe RU-E c25-0,B 2 b,76271.60809,-654.4375,-1185.28125,-3794.46875,tellurium
Trigna II-R d5-0,B 1 a,109327.5953,-18886.71875,-452.0625,40384.03125,tellurium
Eos Brai AA-P d6-20,BC 2 a,45005.50992,-29782.96875,583.8125,30229,tellurium
Pyra Dryou WY-Y d1-1,B 1 a,306965.3105,11321.96875,-215.65625,61885.71875,tellurium
Qiedeau QF-L d9-65,B 2 a,271086.5985,475.59375,-34.03125,-5315.125,tellurium
Hypi Phlai CC-L d8-10,BC 2 a,15397.06,-19076.25,412.40625,-8009.71875,tellurium
Skueqiae HO-D c1-3,BCD 2 a,18140.01675,-2340.78125,-166.65625,57858.03125,tellurium
Pyrivo XK-M d8-52,B 7 b,27240.79446,-1673.84375,-343.625,54698.375,tellurium
Ooscs Broae JM-D d12-19,B 4 a,67653.68031,29156.21875,145.09375,30729.84375,tellurium
Dryu Aescs AV-Y d3,B 2 a,28998.12771,16792.625,244.46875,-12468.8125,tellurium
Myoangua ZI-T d3-106,B 8 a,391254.7188,-14348.34375,160.375,41548,tellurium
Groem VT-Z d13-0,BC 1 a,143492.093,16512.90625,129.40625,-10076.53125,tellurium
Styaill UD-A d1-0,B 5 c,101048.5548,7166.5,777,-7327.71875,tellurium
Smootiae PQ-Y d40,D 5 a,99113.48366,-65.09375,167.6875,51526.34375,tellurium
Hypoae Aihm NY-P c6-5,B 2 a,41630.24465,2869.875,489.9375,-5904.40625,tellurium
Hypoae Aihm IS-B d13-19,B 5 c,20598.34078,3187.4375,149.625,-5044.53125,tellurium
Hypuae Ain SX-U d2-19,BCDE 7 a,50080.82185,647.53125,94.03125,-5899.125,tellurium
Hypuae Ain GL-X d1-16,BC 2 b,15175.19707,598.28125,379,-5959.96875,tellurium
Bleou Aoc AK-A d5,BCD 1 a,64396.895,28416.71875,204.625,42472.5,tellurium
Hypimy IS-B d13-12,BC 2 a,63793.09935,6981.75,164.0625,-7605.65625,tellurium
Smooreau ZG-S d5-7,B 6 a,178921.0767,-16267.875,-25.53125,39118.6875,tellurium
Dryoi Prou TV-B d14-15,B 5 a,58509.77835,-31340.125,-307,21909,tellurium
Myeadou IG-X d1-18,B 2 b,408978.4987,3190.03125,325.125,-7282.1875,tellurium
Oochosy MT-B c16-3,B 2 e,121974.9658,5004.625,-99.625,-1645.40625,tellurium
Phoo Phlue MX-U d2-0,B 2 b,448391.4814,-21656.75,81.53125,-7215.78125,tellurium
Gria Gree ZG-J d10-19,C 6 a,130896.8053,-1868.25,-136.84375,57452.375,tellurium
Hypi Aim XQ-S c5-0,BC 3 b,49060.77806,11763.90625,690.46875,-5927.96875,tellurium
Plio Chroa QZ-G d10-78,B 1 a,166498.5902,3996.75,146.3125,48463.75,tellurium
Hegu PZ-X c14-1,C 5 a,31627.19645,19337.71875,16.75,-2983.25,tellurium
Phua Aihm DQ-G d10-15,B 1 a,33659.18881,7251.78125,27.40625,-4011.96875,tellurium
Oombaiwns JL-X c17-1,B 2 a,21495.10673,-32881.9375,-254.96875,47077.5625,tellurium
Ewrobb KY-Y d1-0,B 6 a,205279.4148,-30623.1875,1019.9375,9341.53125,tellurium
Ploea Brou QG-O c6-2,CDE 2 d,17127.52125,5877.46875,116.90625,50444.875,tellurium
Phyleadou OS-U d2-29,B 4 a,53630.85328,-5004.40625,-13.28125,50421.8125,tellurium
Hypoae Aihm ME-O d7-2,B 2 c,28414.74906,2879.375,954.15625,-5525.375,tellurium
Spongoae TJ-R e4-0,BCD 6 a,53205.94678,-20366.65625,195.625,-9207.46875,tellurium
Ooscs Ain IG-Y d4,B 1 c,163246.9074,20792.4375,43.65625,-11194.6875,tellurium
Phroea Hype JD-Q d6-11,BC 1 a,94619.20283,5671.9375,-250.625,-6877.1875,tellurium
Blue Priae OR-W c4-0,B 1 c,21095.05501,-20512.03125,-124,45219.8125,tellurium
Auphailk SF-C d14-48,BC 9 c,18099.20754,-5476.6875,-155.90625,51395.46875,tellurium
Bleia Byoe PJ-X d2-100,B 4 b,85633.44309,-899.15625,-108.125,55539.53125,tellurium
Dryua Hypai LR-F c26-0,B 1 b,56564.82826,22086.40625,-642.09375,-11435.09375,tellurium
Slegao CH-C d13-0,B 4 a,116964.7094,-704.4375,-895.90625,-2504.03125,tellurium
Hypiae Aip DA-Q d5-65,BC 4 d,19100.00851,4713.625,271.9375,-5646.65625,tellurium
Hegau AP-I d9-57,B 4,66086.41756,16443.09375,79.46875,-2759.90625,tellurium
Blooe Eorg ZV-T d4-17,E 1 a,59777.56608,-28910.78125,-179.1875,1941.46875,tellurium
Phua Airm PX-L d7-0,C 4,434700.6304,-612.21875,1266.96875,-4256.03125,tellurium
Prue Graae WA-L d9-40,B 7,59076.87644,-13342.3125,-139.9375,52277.1875,tellurium
Hypua Hypoo OV-C d13-0,ABCD 1,18915.64544,-10290.15625,-663.46875,-7610.5,tellurium
Byeia Thoea MO-Z d13-0,B 5 f,75401.59139,-32946.96875,-20.5,4034.125,tellurium
Synuedaei QJ-C c2-3,B 6 a,18695.24093,-24923.09375,-32.5,-978.71875,tellurium
Praea Chraei RO-Z d13-88,C 6 a,15440.98981,-1890.46875,-21.875,50133.5,tellurium
Dryau Aed QT-I d9-0,B 1,68251.68604,10661.46875,204.65625,-11746.46875,tellurium
Dryeae Aec WP-G d10-4,9,12144.29689,23362.78125,26.40625,-11629.25,tellurium
Phoi Ais ER-V d2-0,C 10,366286.3378,1422.03125,1730.125,-4608.75,tellurium
Oudomy ZB-S d5-0,BC 1,57482.73693,-11336.6875,-175.28125,-14660.96875,tellurium
Col 89 Sector ST-Q d5-23,E 3 a,292954.22,588.25,238.84375,-4325.28125,tellurium
Outotz LF-N c20-2,9,12518.04871,-16.96875,13.90625,-1430.28125,tellurium
Dryaea Ail NH-D d12-4,B 8,24341.86268,-11611.625,67.40625,-8922.6875,tellurium
Stralee JI-K d8-12,BCD 4,51468.31047,-31927.21875,127.28125,6089.125,tellurium
Pyult IC-D c28-0,C 2 a,23863.39867,258.1875,-462.5625,-3703.875,tellurium
Phae Aescs RJ-I d9-30,B 1,308183.9478,11698.1875,-10.375,-6603.3125,tellurium
Flya Eohm RG-J d10-0,B 5,89905.68433,-15342.5,-174.625,-2736.875,tellurium
Swuenua QA-U d4-10,B 5,47300.72714,1254.28125,-50.6875,49296.15625,tellurium
Spliehn NJ-H d10-3,B 3,236314.9657,16856.4375,320.625,-12920.46875,tellurium
Eishovvy KL-Y d4,BC 9 a,89909.20367,-31397.75,64.15625,16989.71875,tellurium
Flyua Byoea MR-L c24-49,D 2,152844.8431,4509.65625,-107.5,51206.53125,tellurium
Straae Eohn UI-B c16-1,B 6,207547.3309,-1023.75,-174.4375,63646.21875,tellurium
Thuecheae GZ-D d13-73,B 5,19750.44221,-2293.3125,-160.1875,53824.625,tellurium
Plaa Briae VE-R d4-32,E 1 c,115210.5974,50.9375,8.15625,50572.46875,tellurium
Pyrivo LY-Y d1-23,B 4,20631.63918,-2337.15625,-219.25,54205.15625,tellurium
Cyoidai IC-U e3-1,B 7,373312.4922,582.4375,-305.59375,-6778.625,tellurium
Iorasp SP-G d10-0,B 1 d a,114410.1737,-3899.5,-24.25,65096.5,tellurium
Oovsky Fruia LM-W d1-0,B 2,34668.74114,38636.0625,44.4375,19630.6875,tellurium
Keerbs AC-D d12-1,A 11,37326.7092,-1320.53125,4.21875,-15351.59375,tellurium
Blau Broae AQ-F d11-17,BC 1,408090.8971,2248.59375,333.5,56253.28125,tellurium
Hyuept KJ-H d10-0,B 4 a,68953.74855,7622,-981.5,-12983.9375,tellurium
Eock Phio CE-B d0,B 2,543007.616,24102.5625,-767.90625,-11266.71875,tellurium
Hypoea Hypooe MT-O d7-17,D 1,86210.01584,-18396.34375,-40.9375,-8058.34375,tellurium
Plaa Thua DS-A d14-2,B 7,565143.4331,509.375,472.125,-2397.15625,tellurium
NGC 2353 Sector WO-A d5,B 6,30402.53675,2570.78125,96.21875,-2771.8125,tellurium
Gludgoo QH-V c2-2,BC 4 a,81667.32739,5489.3125,104.59375,-4753.53125,tellurium
Slaiyooe WN-T d3-4,CD 1,12343.74032,-1634.375,284.46875,58185.5625,tellurium
Eishorps VK-O d6-3,CD 4,86118.54438,-26840.59375,304.90625,17428.59375,tellurium
Schee Phio PU-E d12-11,B 4,12574.44665,3124.1875,-510.84375,-5113.75,tellurium
Pheia Aihm OM-M d7-3,B 6,214603.2958,8750.78125,217.46875,-4245.84375,tellurium
Iorant SJ-I d9-1,B 4,56727.25107,-1005.96875,-7.96875,65018.875,tellurium
Eukokh KE-E d13-1,BCD 2,15317.3197,21225.09375,-102.75,-1205.3125,tellurium
Ceeckaea CR-C d1,B 3,114852.1178,-2262.5625,-180.78125,64251.21875,tellurium
Skeajuia RM-W d1-0,C 7,215466.0923,-39017.8125,-10.78125,15749.21875,tellurium
Slegao ZL-T d4-3,B 12,13600.65196,-1094.9375,-333.59375,-3179.75,tellurium
Truechuia RS-U d2-8,B 5,20025.5788,18267.46875,30.90625,52978.8125,tellurium
Slachu TV-T d4-20,C 5,190521.6446,-34476.15625,-183.53125,45460.40625,tellurium
Phoi Ais XI-S d4-0,C 4,116243.3649,2417.75,1801.4375,-4442.5625,tellurium
Hypo Phlue YU-N d7-2,B 4,63348.31415,-19573.21875,819.65625,-8099.1875,tellurium
Auphaiqs NY-Z d18,D 3,70944.87618,7774.1875,-535.75,50263.96875,tellurium
Qaugneau EX-A d14-8,B 2,18454.25793,-1799.1875,613.9375,56456.75,tellurium
Throofa YU-O d6-0,B 7,52427.36836,22349.5,-822.53125,778.03125,tellurium
Prie Chruia AK-R d4-7,B 1 e,42526.9715,23671.5,69.75,49317.3125,tellurium
Eorgh Hypa BE-E d13-11,B 1,47797.96706,16690.625,-72.25,-12720.5,tellurium
Eorm Aewsy FF-R d4-12,BC 2 b,84330.40957,-456.28125,54.03125,-13463.09375,tellurium
Qiefoea SO-X d2-34,B 2,47379.16945,5926.0625,-41.84375,-5915.78125,tellurium
Ploxu DU-G c27-0,8,17538.25797,4859.28125,-64.90625,57698.0625,tellurium
NGC 2244 Sector RC-V d2-27,C 2,184630.7144,2360.6875,-369.625,-4416.53125,tellurium
Plungaei YX-F d12-0,B 4,37205.54036,37224.96875,-100.375,8937.71875,tellurium
Cho Thua OE-H d10-2,C 1,49749.08307,-1120.4375,285.65625,58712.90625,tellurium
Bleia Eon OU-V d3-0,B 1 c,96752.09219,-34458.53125,-48.59375,1816.8125,tellurium
Nyauthou SC-C d1,D 2,28605.59612,-1501.21875,-353.125,55271.4375,tellurium
Schafuia FX-S d4-2,B 7,14835.94199,-15131.625,708,-8301.09375,tellurium
Plae Thaa TI-T d3-28,B 3,35545.77018,17204.8125,214.84375,-3297.84375,tellurium
Iowropr HY-F d12-4,D 5,81003.7703,32824.5,-26.53125,10223.46875,tellurium
Phua Freau XJ-X c28-45,BC 4,465601.3213,-30895.75,-16.75,27094.53125,tellurium
Oochosy BE-E d13-20,B 9,271113.8317,3893.0625,-53.59375,-1209.21875,tellurium
Phroi Dryou ZN-I c26-0,AB 1,18849.59424,9984.59375,-50.1875,-13988.65625,tellurium
Qiedia OT-Y d1-0,B 7,106255.7196,-9977.65625,-313.78125,-5996.15625,tellurium
Outotch BV-X c14-2,6,20353.73835,1820.03125,-9.90625,-1689.5625,tellurium
Phae Aim JH-C d13-19,B 4,40647.83743,12689.34375,383.40625,-3764,tellurium
Oochosy FS-A d1-9,B 5,49754.27468,3890.6875,-251.75,-2251.625,tellurium
Sphuefooe YP-P d5-0,B 7,71678.27856,24421.15625,1338.71875,-571.40625,tellurium
Auphaiphs TP-Z c16-0,ABCD 1,17697.62043,16479.96875,-160.0625,50888.90625,tellurium
Hypi Ain DL-Y c4,B 9,245779.336,14091.25,23.1875,-6111.09375,tellurium
Strieche CD-D c15-26,10,12003.97772,5888.59375,-156.4375,48221.375,tellurium
Hyuerts UF-C d14-3,C 4,76233.01432,11336.75,-179.5625,-12619.125,tellurium
Bla Bloae RF-L d9-77,B 2 d,365067.4549,-11023.125,-59.71875,53563.5,tellurium
Prai Blou SJ-T c6-2,C 1,163931.1915,18823.59375,-101.9375,49159.28125,tellurium
Hypi Flaae PI-B d13-38,B 5 a,117521.3581,-28545.03125,-18.15625,23106.625,tellurium
Nyauthou OS-A d1-8,B 4,214922.7056,-1804.03125,-245.1875,55353.15625,tellurium
Ewrobb MT-Y d1-0,B 3,34293.60083,-30623.15625,940,9337.90625,tellurium
Bleia Byoe ES-A d1-43,E 4,305641.627,-1295.09375,-238.625,55352.65625,tellurium
Pheia Aewsy VO-Z d13-72,B 4,71636.77281,1003.5,-11.4375,-6219.8125,tellurium
Swuenua XQ-K d9-46,C 3 a,220815.9023,1809.09375,-303.75,49669.5625,tellurium
Fedguia LC-S d5-4,B 5,37138.1691,19107.09375,-125.8125,-3085.53125,tellurium
Eowyg Aihm FN-B d13-2,B 3,356536.3739,23221.78125,118.5625,-10175.5,tellurium
Hyuerth ZU-W d2-0,C 2,103331.3883,-1897,-414.5625,-13615.1875,tellurium
Phooe Aescs AH-D d12-10,B 10,389765.2901,12909.75,100.40625,-6359.1875,tellurium
Hypuae Aip II-J d9-7,B 8,171378.1515,10542.0625,441.625,-5330.34375,tellurium
Bleou Chraea DI-Z c27-12,C 4,34709.64375,-22484.03125,50.03125,53929.125,tellurium
Col 107 Sector NY-H d10-7,CD 5,12064.38182,2683.71875,-172.78125,-4716.65625,tellurium
Oochoxt YL-J d10-16,B 4,27181.89475,2034.6875,-63.65625,-1453.59375,tellurium
Smaidiae GY-F d12-11,BC 2,36135.5819,-17159,-79.25,-8912.59375,tellurium
Myoangua KC-L d8-48,B 9 b,169608.3405,-14566.28125,398.59375,41929.90625,tellurium
Oshotls MO-O d7-0,B 6,64693.2644,27524.5625,-1411.90625,931.46875,tellurium
Auphairsts TW-N c9-11,ABC 1,18477.74623,400.84375,-136.125,50538.21875,tellurium
Lyuphs OO-Z d13-0,B 1 b,71545.51527,4257.28125,-3.21875,-16480.75,tellurium
Slegao KA-H c13-2,11,16541.54743,-752.46875,-78.53125,-3041.96875,tellurium
Eorld Phoe PX-B d0,D 1 c,65095.24236,-611.96875,-504.5625,-11290.375,tellurium
Flyooe Eohn IA-H c26-0,B 1 a,22424.692,760.40625,-373.5,-2495,tellurium
